mtCode,l1Label,l2Label,l3Label,l4Label,l5Label,l6Label,l7Label
5.30,Secondary documents,Accessions lists,,,,,
5.30,Secondary documents,Anthologies,,,,,
5.30,Secondary documents,Bibliographic journals,,,,,
5.30,Secondary documents,Bibliographic journals,Abstracts,,,,
5.30,Secondary documents,Bibliographies,,,,,
5.30,Secondary documents,Bibliographies,Bibliographies of bibliographies,,,,
5.30,Secondary documents,Bibliographies,Bibliography compilation,,,,
5.30,Secondary documents,Bibliographies,National bibliographies,,,,
5.30,Secondary documents,Catalogues,,,,,
5.30,Secondary documents,Directories,,,,,
5.30,Secondary documents,Directories,Guides to information sources,,,,
5.30,Secondary documents,Indexes,,,,,
5.30,Secondary documents,Inventories,,,,,
5.30,Secondary documents,Literature reviews,,,,,
5.30,Secondary documents,Quotations,,,,,
5.30,Secondary documents,Research registers,,,,,
5.30,Serials,Standards,,,,,
5.30,Visual materials,Drawings,,,,,
5.30,Visual materials,Graphs,,,,,
5.30,Visual materials,Illustrations,,,,,
5.30,Visual materials,Maps,,,,,
5.30,Visual materials,Photographs,,,,,
5.30,Visual materials,Photographs,Photographic slides,,,,
5.30,Visual materials,Posters,,,,,
5.35,Acquisitions,Book selection,,,,,
5.35,Acquisitions,UNESCO coupons,,,,,
5.35,Information dissemination,Book distribution,,,,,
5.35,Information dissemination,Dissemination of knowledge,,,,,
5.35,Information dissemination,International circulation of materials,,,,,
5.35,Information dissemination,Selective dissemination of information,,,,,
5.35,Information processing,Cataloguing,,,,,
5.35,Information processing,Cataloguing,Bibliographic control,,,,
5.35,Information processing,Documentary analysis,,,,,
5.35,Information processing,Documentary analysis,Abstracting,,,,
5.35,Information processing,Documentary analysis,Indexing,,,,
5.35,Information retrieval,Online searching,,,,,
5.35,Information retrieval,Online searching,Search strategies,,,,
5.35,Library circulation,Interlibrary loans,,,,,
5.35,Library circulation,Periodical circulation,,,,,
5.35,Records management,Archive records preservation,,,,,
5.35,Records management,Records appraisal,,,,,
5.40,Broadcasting technology,Cable television,,,,,
5.40,Broadcasting technology,Radio engineering,,,,,
5.40,Broadcasting technology,Radio engineering,Allocation of frequencies,,,,
5.40,Broadcasting technology,Satellite broadcasting,,,,,
5.40,Broadcasting technology,Television engineering,,,,,
5.40,Broadcasting technology,Television engineering,Closed circuit television,,,,
5.40,Broadcasting technology,Television engineering,Colour television,,,,
5.40,Broadcasting technology,Television engineering,High definition TV,,,,
5.40,Computer applications,Archive automation,,,,,
5.40,Computer applications,Artificial intelligence,,,,,
5.40,Computer applications,Artificial intelligence,Expert systems,,,,
5.40,Computer applications,Artificial intelligence,Pattern recognition,,,,
5.40,Computer applications,Artificial intelligence,Robotics,,,,
5.40,Computer applications,Computational linguistics,,,,,
5.40,Computer applications,Computational linguistics,Automatic translation,,,,
5.40,Computer applications,Computer aided design,,,,,
5.40,Computer applications,Computer aided manufacturing,,,,,
5.40,Computer applications,Computer graphics,,,,,
5.40,Computer applications,Library automation,,,,,
5.40,Computer applications,Office automation,,,,,
5.40,Computer applications,Office automation,Word processing,,,,
5.40,Computer applications,Video games,,,,,
5.40,Computer programming,Computer languages,,,,,
5.40,Computer programming,Computer software,,,,,
5.40,Computer programming,Computer software,Open source software,,,,
5.40,Computer programming,File organization,,,,,
5.40,Computer programming,File organization,Data formats,,,,
5.40,Computer programming,File organization,Random access,,,,
5.40,Computer programming,Multiuser systems,,,,,
5.40,Computer programming,Online systems,,,,,
5.40,Data processing,Data analysis,,,,,
5.40,Data processing,Data collection,,,,,
5.40,Data processing,Data exchange,,,,,
5.40,Data processing,Digitization,,,,,
5.40,Data processing,Encoding,,,,,
5.40,Data processing,Encoding,Character recognition,,,,
5.40,Data processing,Encoding,Remote sensing,,,,
5.40,Information technology,Communication technology,,,,,
5.40,Information technology,Telematics,,,,,
5.40,Office services,Office management,,,,,
5.40,Reprography,,,,,,
5.40,Telecommunications,Data transmission,,,,,
5.40,Telecommunications,Data transmission,Transnational data flow,,,,
5.40,Telecommunications,Mobile communication,,,,,
5.40,Telecommunications,Space communication,,,,,
5.40,Telecommunications,Telecommunications networks,,,,,
5.40,Telecommunications,Telephone engineering,,,,,
5.40,Telecommunications applications,Electronic mail,,,,,
5.40,Telecommunications applications,Teleconferencing,,,,,
5.45,Broadcasting equipment,TV/radio equipment,,,,,
5.45,Broadcasting equipment,TV/radio equipment,Antennas,,,,
5.45,Communication equipment,Recording equipment,,,,,
5.45,Computer systems,Computer networks,,,,,
5.45,Computer systems,Computer networks,Computer interfaces,,,,
5.45,Computer systems,Computer networks,Internet,,,,
5.45,Computer systems,Computer networks,Internet,Internet universality,,,
5.45,Computers,Analogue computers,,,,,
5.45,Computers,Computer peripheral equipment,,,,,
5.45,Computers,Computer peripheral equipment,Computer output microforms,,,,
5.45,Computers,Computer peripheral equipment,Computer printers,,,,
5.45,Computers,Computer storage devices,,,,,
5.45,Computers,Computer storage devices,Magnetic discs,,,,
5.45,Computers,Computer storage devices,Magnetic tapes,,,,
5.45,Computers,Computer storage devices,Optical discs,,,,
5.45,Computers,Computer terminals,,,,,
5.45,Computers,Digital computers,,,,,
5.45,Computers,Microcomputers,,,,,
5.45,Computers,Minicomputers,,,,,
5.45,Electronic equipment,Electronic circuits,,,,,
5.45,Electronic equipment,Electronic circuits,Integrated circuits,,,,
5.45,Electronic equipment,Lasers,,,,,
5.45,Electronic equipment,Microprocessors,,,,,
5.45,Electronic equipment,Semiconductors,,,,,
5.45,Electronic equipment,Semiconductors,Transistors,,,,
5.45,Office equipment,,,,,,
5.45,Photographic equipment,Film cameras,,,,,
5.45,Photographic equipment,Microform equipment,,,,,
5.45,Photographic equipment,Projectors,,,,,
5.45,Printing equipment,,,,,,
5.45,Telecommunications equipment,Fax,,,,,
5.45,Telecommunications equipment,Telephone,,,,,
5.45,Telecommunications equipment,Telephone,Mobile phones,,,,
5.45,Telecommunications equipment,Telex,,,,,
6.05,Administration of justice,Administrative tribunals,,,,,
6.05,Administration of justice,Courts,,,,,
6.05,Administration of justice,Legal procedure,,,,,
6.05,Administration of justice,Legal procedure,Legal decisions,,,,
6.05,Administration of justice,Mediation,,,,,
6.05,Administration of justice,Mediation,Arbitration,,,,
6.05,Administration of justice,Penal sanctions,,,,,
6.05,Administration of justice,Penal sanctions,Death penalty,,,,
6.05,Administration of justice,Penal sanctions,Prisons,,,,
6.05,Administration of justice,Privileges and immunities,,,,,
6.05,Administration of justice,Rights and privileges,,,,,
6.05,Civil law,Computer law,,,,,
6.05,Civil law,Contract law,,,,,
6.05,Civil law,Family law,,,,,
6.05,Civil law,Intellectual property,,,,,
6.05,Civil law,Intellectual property,Artistic property,,,,
6.05,Civil law,Intellectual property,Copyright,,,,
6.05,Civil law,Intellectual property,Copyright,Copyright transfer,,,
6.05,Civil law,Intellectual property,Copyright,Royalties,,,
6.05,Civil law,Intellectual property,Literary property,,,,
6.05,Civil law,Intellectual property,Neighbouring rights,,,,
6.05,Civil law,Intellectual property,Patents,,,,
6.05,Civil law,Intellectual property,Piracy,,,,
6.05,Civil law,Intellectual property,Public domain,,,,
6.05,Civil law,Intellectual property,Trademarks,,,,
6.05,Civil law,Legal liability,,,,,
6.05,Civil law,Legal status,,,,,
6.05,Commercial law,,,,,,
6.05,International law,Cyberspace law,,,,,
6.05,International law,International courts,,,,,
6.05,International law,International instruments,,,,,
6.05,International law,International instruments,Bilateral agreements,,,,
6.05,International law,Law of space,,,,,
6.05,International law,Law of the air,,,,,
6.05,International law,Law of the sea,,,,,
6.05,International law,Law of the sea,Fishing rights,,,,
6.05,International law,Law of the sea,Landlocked countries,,,,
6.05,International law,Rights of states,,,,,
6.05,International law,Rights of states,Sovereignty,,,,
6.05,International law,Rights of states,Sovereignty,Noninterference principle,,,
6.05,International law,Rights of states,Territorial rights,,,,
6.05,International law,Rights of states,Territorial rights,Boundaries,,,
6.05,International law,Rights of states,Territorial rights,Territorial waters,,,
6.05,International law,State liability,,,,,
6.05,Law,Comparative law,,,,,
6.05,Law,Customary law,,,,,
6.05,Law,Law reform,,,,,
6.05,Law,Legal history,,,,,
6.05,Law,Legal history,Constitutional history,,,,
6.05,Law,Legal systems,,,,,
6.05,Law,Legal systems,Consensus,,,,
6.05,Law,Legal systems,Islamic law,,,,
6.05,Law,Legislation,,,,,
6.05,Law,Natural law,,,,,
6.05,Law enforcement,Police,,,,,
6.05,Law enforcement,Police,Crime prevention,,,,
6.05,Law enforcement,Police,Theft protection,,,,
6.05,Legal profession,Lawyers,,,,,
6.05,Legal theory,Justice,,,,,
6.05,Legal theory,Rule of law,,,,,
6.05,Public law,Administrative law,,,,,
6.05,Public law,Constitutional law,,,,,
6.05,Public law,Constitutional law,Constitutions,,,,
6.05,Public law,Criminal law,,,,,
6.05,Public law,Labour law,,,,,
6.05,Public law,Nationality,,,,,
6.05,Public law,Water law,,,,,
6.10,Civil and political rights,Freedom of assembly,,,,,
6.10,Civil and political rights,Freedom of association,,,,,
6.10,Civil and political rights,Freedom of expression,,,,,
6.10,Civil and political rights,Freedom of expression,Freedom of speech,,,,
6.10,Civil and political rights,Freedom of expression,Freedom of the press,,,,
6.10,Civil and political rights,Freedom of expression,Right to information,,,,
6.10,Civil and political rights,Freedom of movement,,,,,
6.10,Civil and political rights,Freedom of thought,,,,,
6.10,Civil and political rights,Freedom of thought,Freedom of religion,,,,
6.10,Civil and political rights,Political prisoners,,,,,
6.10,Civil and political rights,Right to justice,,,,,
6.10,Civil and political rights,Right to life,,,,,
6.10,Civil and political rights,Right to life,Euthanasia,,,,
6.10,Civil and political rights,Right to privacy,,,,,
6.10,Civil and political rights,Right to property,,,,,
6.10,Civil and political rights,Right to seek asylum,,,,,
6.10,Collective human rights,Right to development,,,,,
6.10,Collective human rights,Right to environmental quality,,,,,
6.10,Collective human rights,Right to live in peace,,,,,
6.10,Collective human rights,Right to natural resources control,,,,,
6.10,Collective human rights,Self determination,,,,,
6.10,Cultural rights,,,,,,
6.10,Human rights,,,,,,
6.10,Human rights violations,,,,,,
6.10,Humanitarian law,Occupied territories,,,,,
6.10,Humanitarian law,War crimes,,,,,
6.10,Humanitarian law,War crimes,Concentration camps,,,,
6.10,Humanitarian law,War crimes,Genocide,,,,
6.10,Linguistic rights,,,,,,
6.10,Rights of special groups,Rights of prisoners,,,,,
6.10,Rights of special groups,Rights of soldiers,,,,,
6.10,Rights of special groups,Rights of the child,,,,,
6.10,Rights of special groups,Rights of the disabled,,,,,
6.10,Rights of special groups,Womens rights,,,,,
6.10,Rights of special groups,Womens rights,Reproductive rights,,,,
6.10,Rights of special groups,Womens rights,Womens status,,,,
6.10,Social and economic rights,Equal opportunity,,,,,
6.10,Social and economic rights,Equal opportunity,Gender equality,,,,
6.10,Social and economic rights,Right to employment,,,,,
6.10,Social and economic rights,Right to food,,,,,
6.10,Social and economic rights,Right to health,,,,,
6.10,Social and economic rights,Right to housing,,,,,
6.15,Government,Government policy,,,,,
6.15,Government,Political institutions,,,,,
6.15,Government,Political institutions,Heads of state,,,,
6.15,Government,Public administration,,,,,
6.15,Government,Public administration,Central government,,,,
6.15,Government,Public administration,Central government,Civil service,,,
6.15,Government,Public administration,Central government,Civil service,Civil servants,,
6.15,Government,Public administration,Central government,Government departments,,,
6.15,Government,Public administration,Governance,,,,
6.15,Government,Public administration,Governance,Electronic governance,,,
6.15,Government,Public administration,Local government,,,,
6.15,Government,Public administration,Local government,Municipal government,,,
6.15,Internal politics,Electoral systems,,,,,
6.15,Internal politics,Electoral systems,Elections,,,,
6.15,Internal politics,Electoral systems,Womens suffrage,,,,
6.15,Internal politics,Parliament,,,,,
6.15,Internal politics,Parliament,Government control,,,,
6.15,Internal politics,Parliament,Ombudsman,,,,
6.15,Internal politics,Political crises,,,,,
6.15,Internal politics,Political crises,Political conflicts,,,,
6.15,Internal politics,Political leadership,,,,,
6.15,Internal politics,Political leadership,Politicians,,,,
6.15,Internal politics,Political leadership,Politicians,Women in politics,,,
6.15,Internal politics,Political parties,,,,,
6.15,Political doctrines,Anarchism,,,,,
6.15,Political doctrines,Capitalism,,,,,
6.15,Political doctrines,Collectivism,,,,,
6.15,Political doctrines,Collectivism,Communism,,,,
6.15,Political doctrines,Collectivism,Socialism,,,,
6.15,Political doctrines,Conservatism,,,,,
6.15,Political doctrines,Federalism,,,,,
6.15,Political doctrines,Feudalism,,,,,
6.15,Political doctrines,Imperialism,,,,,
6.15,Political doctrines,Imperialism,Colonialism,,,,
6.15,Political doctrines,Imperialism,Colonialism,Neocolonialism,,,
6.15,Political doctrines,Internationalism,,,,,
6.15,Political doctrines,Liberalism,,,,,
6.15,Political doctrines,Marxism,,,,,
6.15,Political doctrines,Militarism,,,,,
6.15,Political doctrines,Nationalism,,,,,
6.15,Political doctrines,Pacifism,,,,,
6.15,Political doctrines,Pacifism,Conscientious objection,,,,
6.15,Political doctrines,Pluralism,,,,,
6.15,Political doctrines,Regionalism,,,,,
